<DATE>,<TIME>,<LAST>,<VOL>,<ID>,<OPER>
20200115,003000,61.4811000,61.4811000,61.3710000,61.4152000,570
20200115,004500,61.4289000,61.4320000,61.3630000,61.4117000,204
20200115,010000,61.4253000,61.4403000,61.3700000,61.4400000,126
20200115,011500,61.3890000,61.4560000,61.3770000,61.4438000,56
20200115,013000,61.4239000,61.4610000,61.3970000,61.4020000,37
20200115,014500,61.4000000,61.4800000,61.4000000,61.4558000,79
20200115,020000,61.4515000,61.4550000,61.4505000,61.4550000,4
20200115,021500,61.4494000,61.4718000,61.3820000,61.4214000,72
20200115,023000,61.4221000,61.4450000,61.3760000,61.3810000,55
20200115,024500,61.3841000,61.3954000,61.3800000,61.3804000,28
20200115,030000,61.3830000,61.3990000,61.3679000,61.3686000,168
20200115,031500,61.3946000,61.5043000,61.3743000,61.4948000,134
20200115,033000,61.4713000,61.4998000,61.4713000,61.4929000,14
20200115,034500,61.4985000,61.5004000,61.4440000,61.4933000,62
20200115,040000,61.4978000,61.5007000,61.4570000,61.4952000,106
20200115,041500,61.4992000,61.4992000,61.4460000,61.4947000,39
20200115,043000,61.4946000,61.5090000,61.4390000,61.4900000,66
20200115,044500,61.5030000,61.5046000,61.4480000,61.4900000,33
20200115,050000,61.4996000,61.5010000,61.4550000,61.4923000,32
20200115,051500,61.4919000,61.5298000,61.4390000,61.5232000,304
20200115,053000,61.5553000,61.5553000,61.4330000,61.4389000,342
20200115,054500,61.4518000,61.4940000,61.4336000,61.4342000,34
20200115,060000,61.4514000,61.4747000,61.4305000,61.4328000,14
20200115,061500,61.4719000,61.5030000,61.4294000,61.4305000,93
20200115,063000,61.4950000,61.5000000,61.4278000,61.4920000,72
20200115,064500,61.4700000,61.4990000,61.4133000,61.4760000,149
20200115,070000,61.4524000,61.5408000,61.4049000,61.4516000,516
20200115,071500,61.4858000,61.5030000,61.4463000,61.4785000,81
20200115,073000,61.4848000,61.5030000,61.4450000,61.4461000,150
20200115,074500,61.4972000,61.4976000,61.4390000,61.4451000,111
20200115,080000,61.4961000,61.4961000,61.4350000,61.4459000,99
20200115,081500,61.4846000,61.4977000,61.3870000,61.4598000,266
20200115,083000,61.4437000,61.4601000,61.3850000,61.4543000,273
20200115,084500,61.4439000,61.4582000,61.3970000,61.4184000,217
20200115,090000,61.4472000,61.4759000,61.3970000,61.4313000,402
20200115,091500,61.4204000,61.4646000,61.3140000,61.3770000,285
20200115,093000,61.3919000,61.3919000,61.3090000,61.3590000,194
20200115,094500,61.3540000,61.4109000,61.3120000,61.3860000,395
20200115,100000,61.3890000,61.3930000,61.3120000,61.3700000,489
20200115,101500,61.3644000,61.4538000,61.3280000,61.4124000,9864
20200115,103000,61.4117000,61.4565000,61.3310000,61.4059000,11445
20200115,104500,61.4538000,61.4888000,61.3678000,61.3726000,10051
20200115,110000,61.4148000,61.4308000,61.3619000,61.4117000,8833
20200115,111500,61.3931000,61.4562000,61.3490000,61.4040000,12378
20200115,113000,61.4040000,61.4743000,61.3888000,61.4428000,12899
20200115,114500,61.3943000,61.4574000,61.3812000,61.3848000,10115
20200115,120000,61.4301000,61.4754000,61.3836000,61.4578000,8360
20200115,121500,61.4540000,61.4935000,61.3954000,61.4448000,9216
20200115,123000,61.4474000,61.4676000,61.3887000,61.4591000,6375
20200115,124500,61.4556000,61.5090000,61.4087000,61.4837000,10798
20200115,130000,61.4770000,61.5955000,61.4154000,61.5233000,16650
20200115,131500,61.5249000,61.5952000,61.4911000,61.5467000,10577
20200115,133000,61.5467000,61.5950000,61.4820000,61.5803000,11725
20200115,134500,61.5803000,61.5959000,61.5061000,61.5913000,9475
20200115,140000,61.5913000,61.5949000,61.4815000,61.5361000,11154
20200115,141500,61.5371000,61.5566000,61.4470000,61.4610000,11030
20200115,143000,61.5085000,61.5205000,61.4337000,61.5043000,8561
20200115,144500,61.4541000,61.5071000,61.4168000,61.4854000,9306
20200115,150000,61.5063000,61.5284000,61.3850000,61.3877000,9956
20200115,151500,61.3877000,61.4414000,61.2983000,61.3704000,19552
20200115,153000,61.3704000,61.4083000,61.2996000,61.4048000,20192
20200115,154500,61.3970000,61.4353000,61.3311000,61.3852000,13167
20200115,160000,61.3791000,61.3933000,61.2900000,61.3775000,15826
20200115,161500,61.3762000,61.4317000,61.3033000,61.4248000,14199
20200115,163000,61.4248000,61.7797000,61.3580000,61.6857000,15556
20200115,164500,61.6960000,61.8059000,61.4610000,61.5903000,20342
20200115,170000,61.6048000,61.6664000,61.5007000,61.6364000,14150
20200115,171500,61.5863000,61.6948000,61.4917000,61.5348000,16501
20200115,173000,61.5425000,61.5784000,61.3950000,61.4219000,17928
20200115,174500,61.4720000,61.4857000,61.3172000,61.4173000,13920
20200115,180000,61.3664000,61.4566000,61.3270000,61.4487000,11234
20200115,181500,61.3994000,61.4925000,61.3740000,61.4384000,9312
20200115,183000,61.4893000,61.5929000,61.4314000,61.5125000,10920
20200115,184500,61.5131000,61.5944000,61.4896000,61.5487000,10515
20200115,190000,61.5182000,61.5950000,61.5182000,61.5941000,5161
20200115,191500,61.5941000,61.6149000,61.4757000,61.5145000,9015
20200115,193000,61.5145000,61.5690000,61.4655000,61.5198000,8547
20200115,194500,61.5051000,61.5563000,61.4030000,61.4688000,7775
20200115,200000,61.4173000,61.4875000,61.3955000,61.4687000,6725
20200115,201500,61.4687000,61.4821000,61.3400000,61.4268000,8849
20200115,203000,61.4266000,61.4518000,61.3510000,61.3942000,7398
20200115,204500,61.4079000,61.4434000,61.3530000,61.4290000,6124
20200115,210000,61.4167000,61.4785000,61.3820000,61.4736000,3415
20200115,211500,61.4280000,61.4767000,61.3890000,61.4590000,4875
20200115,213000,61.4637000,61.4710000,61.3810000,61.4446000,4813
20200115,214500,61.4380000,61.4669000,61.3840000,61.4331000,4014
20200115,220000,61.4304000,61.4550000,61.3810000,61.4427000,2785
20200115,221500,61.4442000,61.4522000,61.3761000,61.4281000,2765
20200115,223000,61.4260000,61.4440000,61.3750000,61.4303000,2637
20200115,224500,61.4294000,61.4310000,61.3570000,61.4020000,3276
20200115,230000,61.4054000,61.4273000,61.3560000,61.4200000,3156
20200115,231500,61.4247000,61.4360000,61.3720000,61.4290000,2333
20200115,233000,61.4296000,61.4450000,61.3595000,61.3948000,2489
20200115,234500,61.4070000,61.4420000,61.3530000,61.4182000,2550
20200116,000000,61.4296000,61.4380000,61.3680000,61.3950000,1317
20200116,001500,61.4244000,61.4310000,61.3664000,61.4040000,343
20200116,003000,61.4181000,61.4200000,61.3371000,61.3575000,497
20200116,004500,61.3879000,61.4290000,61.3510000,61.3840000,440
20200116,010000,61.3992000,61.4163000,61.3500000,61.3990000,329
20200116,011500,61.4093000,61.4910000,61.3470000,61.3762000,66
20200116,013000,61.3685000,61.4000000,61.3470000,61.3840000,59
20200116,014500,61.3500000,61.4000000,61.3458000,61.3728000,195
20200116,020000,61.3743000,61.4000000,61.3258000,61.3564000,222
20200116,021500,61.3806000,61.3850000,61.3258000,61.3660000,162
20200116,023000,61.3618000,61.3750000,61.3517000,61.3660000,71
20200116,024500,61.3617000,61.3690000,61.3290000,61.3540000,58
20200116,030000,61.3632000,61.3690000,61.3290000,61.3660000,75
20200116,031500,61.3609000,61.3750000,61.3290000,61.3690000,126
20200116,033000,61.3594000,61.3690000,61.3220000,61.3660000,104
20200116,034500,61.3769000,61.3769000,61.3070000,61.3490000,153
20200116,040000,61.3225000,61.3500000,61.3010000,61.3330000,203
20200116,041500,61.3246000,61.3550000,61.3140000,61.3200000,161
20200116,043000,61.3292000,61.3550000,61.3200000,61.3200000,129
20200116,044500,61.3308000,61.3520000,61.3200000,61.3520000,162
20200116,050000,61.3244000,61.3520000,61.3200000,61.3490000,160
20200116,051500,61.3400000,61.3590000,61.3140000,61.3200000,204
20200116,053000,61.3428000,61.3520000,61.3200000,61.3200000,179
20200116,054500,61.3246000,61.3507000,61.3200000,61.3507000,68
20200116,060000,61.3472000,61.3900000,61.3150000,61.3500000,149
20200116,061500,61.3772000,61.3772000,61.3200000,61.3200000,97
20200116,063000,61.3786000,61.3786000,61.3200000,61.3200000,107
20200116,064500,61.3412000,61.3587000,61.3200000,61.3200000,77
20200116,070000,61.3259000,61.3750000,61.3110000,61.3570000,226
20200116,071500,61.3084000,61.3600000,61.3078000,61.3566000,176
20200116,073000,61.3403000,61.3590000,61.3330000,61.3566000,166
20200116,074500,61.3496000,61.3650000,61.3290000,61.3568000,176
20200116,080000,61.3450000,61.3650000,61.3088000,61.3590000,162
20200116,081500,61.3476000,61.3670000,61.3089000,61.3570000,234
20200116,083000,61.3455000,61.3910000,61.3390000,61.3839000,364
20200116,084500,61.3422000,61.3906000,61.3360000,61.3730000,364
20200116,090000,61.3732000,61.3820000,61.3417000,61.3777000,250
20200116,091500,61.3742000,61.3900000,61.3200000,61.3747000,337
20200116,093000,61.3678000,61.3830000,61.3360000,61.3585000,241
20200116,094500,61.3675000,61.4140000,61.3325000,61.4064000,607
20200116,100000,61.3589000,61.4270000,61.3589000,61.4036000,309
20200116,101500,61.3925000,61.5013000,61.3280000,61.4338000,14237
20200116,103000,61.4338000,61.5346000,61.4152000,61.4990000,12000
20200116,104500,61.5053000,61.5411000,61.4541000,61.5340000,10527
20200116,110000,61.5365000,61.5485000,61.4631000,61.5400000,8839
20200116,111500,61.5265000,61.6101000,61.4877000,61.5898000,12808
20200116,113000,61.6075000,61.6795000,61.5573000,61.6169000,13181
20200116,114500,61.6178000,61.6182000,61.5200000,61.5710000,16927
20200116,120000,61.6066000,61.6212000,61.5151000,61.5661000,11194
20200116,121500,61.5661000,61.6252000,61.5470000,61.5790000,8729
20200116,123000,61.5979000,61.6438000,61.5336000,61.5802000,10280
20200116,124500,61.6266000,61.6293000,61.5233000,61.5775000,10497
20200116,130000,61.5809000,61.6235000,61.5318000,61.5681000,7608
20200116,131500,61.6182000,61.6757000,61.5673000,61.6370000,9091
20200116,133000,61.6375000,61.6939000,61.5730000,61.6510000,12557
20200116,134500,61.6878000,61.7393000,61.6214000,61.7090000,11404
20200116,140000,61.7080000,61.7214000,61.6196000,61.6870000,8754
20200116,141500,61.6735000,61.6922000,61.5884000,61.6075000,11785
20200116,143000,61.6601000,61.6673000,61.5840000,61.6546000,6404
20200116,144500,61.6392000,61.6800000,61.6039000,61.6780000,6537
20200116,150000,61.6776000,61.7629000,61.6250000,61.7379000,12571
20200116,151500,61.7377000,61.7412000,61.6637000,61.7265000,7508
20200116,153000,61.7265000,61.7337000,61.6320000,61.6476000,8016
20200116,154500,61.6800000,61.7024000,61.5510000,61.5998000,13709
20200116,160000,61.5525000,61.6402000,61.5461000,61.6126000,11113
20200116,161500,61.5809000,61.6497000,61.5220000,61.5861000,15378
20200116,163000,61.6040000,61.6210000,61.4460000,61.5156000,21589
20200116,164500,61.5156000,61.6041000,61.4716000,61.5699000,15250
20200116,170000,61.5635000,61.6304000,61.5151000,61.6233000,14032
20200116,171500,61.6038000,61.6730000,61.5718000,61.6521000,9905
20200116,173000,61.6521000,61.6576000,61.5832000,61.6390000,8013
20200116,174500,61.6525000,61.6899000,61.6003000,61.6086000,11093
20200116,180000,61.6081000,61.6806000,61.5941000,61.5989000,11067
20200116,181500,61.5990000,61.6518000,61.5703000,61.6336000,11320
20200116,183000,61.6336000,61.6446000,61.5674000,61.5762000,10868
20200116,184500,61.6090000,61.6611000,61.5641000,61.6020000,10814
20200116,190000,61.6534000,61.6775000,61.5874000,61.6375000,7952
20200116,191500,61.6429000,61.6829000,61.5895000,61.6580000,7695
20200116,193000,61.6423000,61.6743000,61.5971000,61.6000000,8893
20200116,194500,61.6000000,61.6620000,61.5870000,61.5950000,8072
20200116,200000,61.6411000,61.6550000,61.5590000,61.5820000,7231
20200116,201500,61.6338000,61.6420000,61.5700000,61.6220000,6419
20200116,203000,61.6118000,61.6324000,61.5728000,61.6170000,3573
20200116,204500,61.6207000,61.6350000,61.5725000,61.6270000,2834
20200116,210000,61.6159000,61.6344000,61.5760000,61.6284000,2821
20200116,211500,61.6158000,61.6495000,61.5803000,61.5960000,2358
20200116,213000,61.6448000,61.6656000,61.5960000,61.6581000,3402
20200116,214500,61.6492000,61.6630000,61.6048000,61.6550000,2372
20200116,220000,61.6422000,61.6660000,61.6043000,61.6163000,1698
20200116,221500,61.6163000,61.6750000,61.6163000,61.6702000,2520
20200116,223000,61.6585000,61.6795000,61.6193000,61.6775000,2847
20200116,224500,61.6790000,61.6890000,61.6272000,61.6346000,2544
20200116,230000,61.6650000,61.6870000,61.6290000,61.6760000,1969
20200116,231500,61.6778000,61.6805000,61.6115000,61.6585000,1887
20200116,233000,61.6611000,61.6750000,61.5719000,61.6279000,3042
20200116,234500,61.6116000,61.6534000,61.5750000,61.6482000,2281
20200117,000000,61.6480000,61.6550000,61.5940000,61.6140000,1202
20200117,001500,61.6178000,61.6520000,61.5902000,61.6260000,300
20200117,003000,61.6447000,61.6590000,61.5738000,61.6390000,273
20200117,004500,61.6495000,61.6590000,61.5860000,61.6226000,158
20200117,010000,61.6566000,61.6901000,61.2486000,61.6620000,347
20200117,011500,61.3250000,61.6686000,61.3250000,61.6321000,34
20200117,013000,61.6218000,61.6800000,61.5955000,61.6390000,259
20200117,014500,61.6474000,61.6500000,61.5583000,61.6250000,210
20200117,020000,61.5977000,61.6400000,61.5971000,61.6250000,181
20200117,021500,61.5906000,61.6570000,61.5570000,61.6540000,156
20200117,023000,61.6635000,61.6730000,61.6190000,61.6670000,270
20200117,024500,61.6737000,61.6750000,61.6220000,61.6690000,285
20200117,030000,61.6737000,61.6750000,61.6220000,61.6375000,257
20200117,031500,61.6690000,61.6750000,61.6270000,61.6430000,272
20200117,033000,61.6637000,61.6750000,61.6290000,61.6382000,222
20200117,034500,61.6736000,61.6750000,61.6290000,61.6375000,231
20200117,040000,61.6734000,61.6832000,61.6290000,61.6830000,306
20200117,041500,61.6805000,61.6830000,61.6390000,61.6566000,271
20200117,043000,61.6767000,61.6853000,61.6280000,61.6720000,270
20200117,044500,61.6726000,61.6750000,61.6280000,61.6375000,212
20200117,050000,61.6737000,61.6737000,61.6375000,61.6376000,168
20200117,051500,61.6375000,61.6660000,61.6375000,61.6412000,163
20200117,053000,61.6749000,61.6923000,61.6285000,61.6375000,343
20200117,054500,61.6628000,61.6675000,61.6335000,61.6375000,130
20200117,060000,61.6583000,61.6729000,61.6270000,61.6680000,250
20200117,061500,61.6743000,61.6743000,61.6280000,61.6375000,311
20200117,063000,61.6713000,61.6720000,61.6270000,61.6350000,276
20200117,064500,61.6570000,61.6690000,61.6250000,61.6680000,276
20200117,070000,61.6646000,61.6690000,61.6198000,61.6660000,354
20200117,071500,61.6648000,61.6700000,61.6280000,61.6680000,322
20200117,073000,61.6641000,61.6700000,61.6280000,61.6690000,346
20200117,074500,61.6680000,61.6700000,61.6280000,61.6375000,247
20200117,080000,61.6639000,61.6700000,61.6280000,61.6680000,265
20200117,081500,61.6321000,61.6700000,61.6280000,61.6375000,268
20200117,083000,61.6647000,61.6700000,61.6290000,61.6375000,290
20200117,084500,61.6683000,61.6690000,61.6148000,61.6530000,327
20200117,090000,61.6494000,61.6600000,61.6173000,61.6428000,255
20200117,091500,61.6489000,61.6900000,61.6170000,61.6190000,398
20200117,093000,61.6792000,61.6792000,61.5970000,61.6216000,456
20200117,094500,61.6529000,61.6590000,61.5925000,61.6490000,216
20200117,100000,61.6477000,61.6510000,61.5840000,61.6153000,488
20200117,101500,61.6025000,61.6838000,61.5340000,61.5500000,16024
20200117,103000,61.6014000,61.6018000,61.4695000,61.5263000,14039
20200117,104500,61.5263000,61.5407000,61.4580000,61.5170000,10929
20200117,110000,61.5169000,61.5320000,61.4090000,61.4713000,13932
20200117,111500,61.4222000,61.5119000,61.4130000,61.4708000,11944
20200117,113000,61.4708000,61.4920000,61.4130000,61.4709000,9181
20200117,114500,61.4717000,61.4900000,61.3289000,61.4220000,17976
20200117,120000,61.4200000,61.4472000,61.3570000,61.3885000,12198
20200117,121500,61.4383000,61.4575000,61.3760000,61.3803000,11413
20200117,123000,61.3800000,61.4736000,61.3650000,61.4523000,12719
20200117,124500,61.4550000,61.4913000,61.4098000,61.4840000,13355
20200117,130000,61.4909000,61.5137000,61.3742000,61.4317000,14122
20200117,131500,61.3837000,61.4412000,61.2855000,61.3201000,18409
20200117,133000,61.3412000,61.3822000,61.2787000,61.3767000,13722
20200117,134500,61.3748000,61.4046000,61.2898000,61.3556000,10791
20200117,140000,61.3555000,61.3839000,61.2956000,61.3790000,8839
20200117,141500,61.3700000,61.4161000,61.3227000,61.3836000,8004
20200117,143000,61.3836000,61.3944000,61.2589000,61.2625000,11149
20200117,144500,61.2625000,61.3850000,61.2382000,61.3780000,14525
20200117,150000,61.3730000,61.4113000,61.3142000,61.3676000,9333
20200117,151500,61.3674000,61.4190000,61.3164000,61.3465000,7796
20200117,153000,61.3961000,61.4300000,61.3453000,61.4267000,7780
20200117,154500,61.4257000,61.4561000,61.3552000,61.4190000,11402
20200117,160000,61.4260000,61.4756000,61.3680000,61.4190000,11758
20200117,161500,61.4275000,61.4731000,61.3696000,61.4457000,11896
20200117,163000,61.4400000,61.4538000,61.3710000,61.3780000,10337
20200117,164500,61.4175000,61.4390000,61.3490000,61.3680000,13622
20200117,170000,61.3680000,61.4790000,61.3502000,61.4725000,10284
20200117,171500,61.4732000,61.5190000,61.4203000,61.4925000,12186
20200117,173000,61.4763000,61.5106000,61.4050000,61.4586000,9747
20200117,174500,61.5076000,61.5154000,61.4407000,61.4790000,12554
20200117,180000,61.4407000,61.4977000,61.3780000,61.4344000,9470
20200117,181500,61.4000000,61.4430000,61.3510000,61.4320000,11076
20200117,183000,61.4280000,61.4764000,61.3766000,61.4694000,15786
20200117,184500,61.4195000,61.5131000,61.4195000,61.4946000,10239
20200117,190000,61.4948000,61.5060000,61.4151000,61.4320000,11317
20200117,191500,61.4789000,61.5546000,61.4300000,61.5540000,11881
20200117,193000,61.5500000,61.5734000,61.4860000,61.5370000,10083
20200117,194500,61.5370000,61.5494000,61.4629000,61.5213000,5650
20200117,200000,61.5160000,61.5643000,61.4740000,61.5520000,4513
20200117,201500,61.5675000,61.5711000,61.4841000,61.5359000,6030
20200117,203000,61.5327000,61.5673000,61.4881000,61.5620000,5279
20200117,204500,61.5600000,61.5707000,61.5040000,61.5650000,3328
20200117,210000,61.5650000,61.5755000,61.5130000,61.5711000,2406
20200117,211500,61.5210000,61.5800000,61.5196000,61.5750000,3006
20200117,213000,61.5749000,61.5801000,61.5209000,61.5748000,3180
20200117,214500,61.5762000,61.5854000,61.5248000,61.5811000,4557
20200117,220000,61.5811000,61.5840000,61.5230000,61.5760000,3822
20200117,221500,61.5780000,61.5820000,61.5170000,61.5630000,9088
20200117,223000,61.5665000,61.5720000,61.5050000,61.5667000,13104
20200117,224500,61.5630000,61.5712000,61.5050000,61.5440000,4833
20200117,230000,61.5569000,61.5625000,61.4883000,61.5017000,4253
20200117,231500,61.5017000,61.5780000,61.5017000,61.5695000,2152
20200117,233000,61.5721000,61.5838000,61.5154000,61.5690000,3534
20200117,234500,61.5663000,61.5744000,61.5050000,61.5629000,1361
20200118,000000,61.5649000,61.5770000,61.5127000,61.5586000,1091
20200118,001500,61.5790000,61.5900000,61.4995000,61.5637000,382
20200118,003000,61.5881000,61.6110000,61.5200000,61.5775000,418
20200118,004500,61.5829000,61.6043000,61.5635000,61.5854000,209
20200118,010000,61.6023000,61.6070000,61.5266000,61.5550000,752
20200118,011500,61.5650000,61.6145000,61.5559000,61.6053000,5
20200118,013000,61.6053000,61.6053000,61.6053000,61.6053000,3
20200118,014500,61.5788000,61.5788000,61.5550000,61.5550000,2
20200118,020000,61.5818000,61.5818000,61.5818000,61.5818000,1
20200118,024500,61.5550000,61.5550000,61.5550000,61.5550000,2
20200119,211500,61.5300000,61.5300000,61.5300000,61.5300000,1
20200119,213000,61.5720000,61.5720000,61.5720000,61.5720000,1
20200119,214500,61.5675000,61.5675000,61.5670000,61.5670000,2
20200119,221500,61.5818000,61.5818000,61.5674000,61.5778000,5
20200119,223000,61.5778000,61.5778000,61.5778000,61.5778000,3
20200119,224500,61.5778000,61.5778000,61.5778000,61.5778000,1
20200119,231500,61.5620000,61.5721000,61.5620000,61.5721000,3
20200119,233000,61.5721000,61.5721000,61.5570000,61.5646000,5
20200119,234500,61.5607000,61.5646000,61.5607000,61.5646000,3
20200120,000000,61.5646000,61.5646000,61.5470000,61.5475000,6
20200120,001500,61.5518000,61.5518000,61.5518000,61.5518000,1
